path	width	height	size
teacher/ch11_mammals/4-哺乳纲2026_007.jpg	831	576	310708
teacher/ch11_mammals/4-哺乳纲2026_008.jpg	782	491	274507
teacher/ch11_mammals/4-哺乳纲2026_009.jpg	814	342	168602
teacher/ch11_mammals/4-哺乳纲2026_010.jpg	811	582	286969
teacher/ch11_mammals/4-哺乳纲2026_013.jpg	811	425	469309
teacher/ch11_mammals/4-哺乳纲2026_014.jpg	536	632	225827
teacher/ch11_mammals/4-哺乳纲2026_015.jpg	494	607	187640
teacher/ch11_mammals/4-哺乳纲2026_017.jpg	640	480	50486
teacher/ch11_mammals/4-哺乳纲2026_018.jpg	800	268	90968
teacher/ch11_mammals/4-哺乳纲2026_019.jpg	1520	1341	38912
teacher/ch11_mammals/4-哺乳纲2026_020.jpg	918	626	246305
teacher/ch11_mammals/4-哺乳纲2026_021.jpg	692	577	227125
teacher/ch11_mammals/4-哺乳纲2026_022.jpg	688	658	8830
teacher/ch11_mammals/4-哺乳纲2026_024.jpg	1344	422	7469
teacher/ch11_mammals/4-哺乳纲2026_025.jpg	720	480	159217
teacher/ch11_mammals/4-哺乳纲2026_026.jpg	642	622	307815
teacher/ch11_mammals/4-哺乳纲2026_027.jpg	800	1341	26174
teacher/ch11_mammals/4-哺乳纲2026_028.jpg	720	480	479596
teacher/ch11_mammals/4-哺乳纲2026_029.jpg	601	641	267699
teacher/ch11_mammals/4-哺乳纲2026_031.jpg	824	577	320137
teacher/ch11_mammals/4-哺乳纲2026_032.jpg	976	726	18009
teacher/ch11_mammals/4-哺乳纲2026_033.jpg	864	810	18106
teacher/ch11_mammals/4-哺乳纲2026_034.jpg	1192	1358	66368
teacher/ch11_mammals/4-哺乳纲2026_035.jpg	720	480	446673
teacher/ch11_mammals/4-哺乳纲2026_036.jpg	715	632	309385
teacher/ch11_mammals/4-哺乳纲2026_037.jpg	633	482	206541
teacher/ch11_mammals/4-哺乳纲2026_038.jpg	438	386	16719
teacher/ch11_mammals/4-哺乳纲2026_039.jpg	1168	801	27589
teacher/ch11_mammals/4-哺乳纲2026_040.jpg	1408	1956	55075
teacher/ch11_mammals/4-哺乳纲2026_041.jpg	1376	726	20337
teacher/ch11_mammals/4-哺乳纲2026_042.jpg	1328	1155	34011
teacher/ch11_mammals/4-哺乳纲2026_043.jpg	1456	978	19027
teacher/ch11_mammals/4-哺乳纲2026_044.jpg	508	440	90188
teacher/ch11_mammals/4-哺乳纲2026_045.jpg	800	600	55833
teacher/ch11_mammals/4-哺乳纲2026_048.jpg	746	580	213656
teacher/ch11_mammals/4-哺乳纲2026_049.jpg	1840	1029	28601
teacher/ch11_mammals/4-哺乳纲2026_052.jpg	482	441	247952
teacher/ch11_mammals/4-哺乳纲2026_053.jpg	441	424	428485
teacher/ch11_mammals/4-哺乳纲2026_054.jpg	822	599	141128
teacher/ch11_mammals/4-哺乳纲2026_056.jpg	413	424	343118
teacher/ch11_mammals/4-哺乳纲2026_057.jpg	599	546	69906
teacher/ch11_mammals/4-哺乳纲2026_058.jpg	671	472	45595
teacher/ch11_mammals/4-哺乳纲2026_061.jpg	500	378	29845
teacher/ch12_sensory/4_感觉器官-2026_002.jpg	800	497	475714
teacher/ch12_sensory/4_感觉器官-2026_003.jpg	800	520	567819
teacher/ch12_sensory/4_感觉器官-2026_004.jpg	600	799	776320
teacher/ch12_sensory/4_感觉器官-2026_005.jpg	500	645	505703
teacher/ch12_sensory/4_感觉器官-2026_006.jpg	800	469	555397
teacher/ch12_sensory/4_感觉器官-2026_007.jpg	1147	1280	75757
teacher/ch12_sensory/4_感觉器官-2026_008.jpg	800	577	492267
teacher/ch12_sensory/4_感觉器官-2026_009.jpg	1008	1008	1280530
teacher/ch12_sensory/4_感觉器官-2026_010.jpg	800	458	387276
teacher/ch12_sensory/4_感觉器官-2026_011.jpg	681	300	66336
teacher/ch12_sensory/4_感觉器官-2026_012.jpg	424	300	267178
teacher/ch12_sensory/4_感觉器官-2026_013.jpg	800	593	253759
teacher/ch12_sensory/4_感觉器官-2026_014.jpg	800	457	133693
teacher/ch12_sensory/4_感觉器官-2026_018.jpg	600	1002	351371
teacher/ch12_sensory/4_感觉器官-2026_019.jpg	500	1103	204320
teacher/ch12_sensory/4_感觉器官-2026_020.jpg	800	299	202621
teacher/ch12_sensory/4_感觉器官-2026_021.jpg	639	430	322514
teacher/ch12_sensory/4_感觉器官-2026_022.jpg	700	369	216988
teacher/ch12_sensory/4_感觉器官-2026_024.jpg	640	675	44024
teacher/ch12_sensory/4_感觉器官-2026_025.jpg	3320	2182	1449626
teacher/ch12_sensory/4_感觉器官-2026_026.jpg	665	500	52537
teacher/ch12_sensory/4_感觉器官-2026_028.jpg	800	565	109458
teacher/ch12_sensory/4_感觉器官-2026_029.jpg	800	371	492723
teacher/ch12_sensory/4_感觉器官-2026_030.jpg	1928	1200	150374
teacher/ch12_sensory/4_感觉器官-2026_033.jpg	669	520	131390
teacher/ch12_sensory/4_感觉器官-2026_035.jpg	1600	1404	256655
teacher/ch12_sensory/4_感觉器官-2026_036.jpg	800	486	396196
teacher/ch12_sensory/4_感觉器官-2026_038.jpg	800	514	384372
teacher/ch12_sensory/4_感觉器官-2026_039.jpg	780	503	383654
teacher/ch12_sensory/4_感觉器官-2026_040.jpg	646	600	247880
teacher/ch12_sensory/4_感觉器官-2026_041.jpg	800	364	314313
teacher/ch12_sensory/4_感觉器官-2026_043.jpg	800	262	132652
teacher/ch12_sensory/4_感觉器官-2026_044.jpg	578	600	252336
teacher/ch12_sensory/4_感觉器官-2026_046.jpg	620	600	261937
teacher/ch12_sensory/4_感觉器官-2026_047.jpg	800	372	392767
teacher/ch12_sensory/4_感觉器官-2026_048.jpg	1024	330	205112
teacher/ch12_sensory/4_感觉器官-2026_049.jpg	800	490	230470
teacher/ch12_sensory/4_感觉器官-2026_051.jpg	589	288	137922
teacher/ch12_sensory/4_感觉器官-2026_052.jpg	1330	1280	863130
teacher/ch12_sensory/4_感觉器官-2026_053.jpg	1819	864	140574
teacher/ch12_sensory/4_感觉器官-2026_055.jpg	500	282	132712
teacher/ch12_sensory/4_感觉器官-2026_057.jpg	477	600	255067
teacher/ch12_sensory/4_感觉器官-2026_058.jpg	730	600	331854
teacher/ch12_sensory/4_感觉器官-2026_059.jpg	458	600	249881
teacher/ch12_sensory/4_感觉器官-2026_060.jpg	482	362	166140
teacher/ch12_sensory/4_感觉器官-2026_061.jpg	800	564	311426
teacher/ch12_sensory/4_感觉器官-2026_062.jpg	488	300	213265
teacher/ch12_sensory/4_感觉器官-2026_064.jpg	451	300	244698
teacher/ch12_sensory/4_感觉器官-202612学时精简版_027.jpg	3089	2480	543719
teacher/ch12_sensory/4_感觉器官-202612学时精简版_054.jpg	1943	1910	333054
teacher/ch11_comparative_anatomy/5-比较解剖2026_001.jpg	1000	824	101579
teacher/ch11_comparative_anatomy/5-比较解剖2026_002.jpg	1260	717	18177
teacher/ch11_comparative_anatomy/5-比较解剖2026_003.jpg	1022	993	19667
teacher/ch11_comparative_anatomy/5-比较解剖2026_004.jpg	578	447	10211
teacher/ch11_comparative_anatomy/5-比较解剖2026_005.jpg	887	625	18511
teacher/ch11_comparative_anatomy/5-比较解剖2026_006.jpg	1139	1017	27834
teacher/ch11_comparative_anatomy/5-比较解剖2026_007.jpg	856	778	20857
teacher/ch11_comparative_anatomy/5-比较解剖2026_008.jpg	1810	1011	31455
teacher/ch11_comparative_anatomy/5-比较解剖2026_009.jpg	850	1360	18750
teacher/ch11_comparative_anatomy/5-比较解剖2026_010.jpg	856	1458	25998
teacher/ch11_comparative_anatomy/5-比较解剖2026_011.jpg	1284	1139	28842
teacher/ch11_comparative_anatomy/5-比较解剖2026_012.jpg	1358	766	41010
teacher/ch11_comparative_anatomy/5-比较解剖2026_013.jpg	1174	1011	22630
teacher/ch11_comparative_anatomy/5-比较解剖2026_014.jpg	1590	999	23178
teacher/ch11_comparative_anatomy/5-比较解剖2026_015.jpg	520	515	7596
teacher/ch11_comparative_anatomy/5-比较解剖2026_016.jpg	1590	515	15442
teacher/ch11_comparative_anatomy/5-比较解剖2026_017.jpg	985	435	8335
teacher/ch11_comparative_anatomy/5-比较解剖2026_018.jpg	1107	1011	32494
teacher/ch11_comparative_anatomy/5-比较解剖2026_019.jpg	989	1649	28875
teacher/ch11_comparative_anatomy/5-比较解剖2026_020.jpg	1173	1229	26617
teacher/ch11_comparative_anatomy/5-比较解剖2026_021.jpg	1474	907	21787
teacher/ch11_comparative_anatomy/5-比较解剖2026_022.jpg	1376	809	30015
teacher/ch11_comparative_anatomy/5-比较解剖2026_024.jpg	1309	784	24308
teacher/ch11_comparative_anatomy/5-比较解剖2026_025.jpg	813	827	18022
teacher/ch11_comparative_anatomy/5-比较解剖2026_026.jpg	1150	944	136724
teacher/ch11_comparative_anatomy/5-比较解剖2026_027.jpg	1370	1526	43938
teacher/ch11_comparative_anatomy/5-比较解剖2026_028.jpg	1303	907	25964
teacher/ch11_comparative_anatomy/5-比较解剖2026_029.jpg	1364	1115	34396
teacher/ch11_comparative_anatomy/5-比较解剖2026_030.jpg	655	1158	14933
teacher/ch11_comparative_anatomy/5-比较解剖2026_031.jpg	1292	1650	55205
teacher/ch11_comparative_anatomy/5-比较解剖2026_032.jpg	1780	1366	36465
teacher/ch11_comparative_anatomy/5-比较解剖2026_033.jpg	1196	1647	41399
teacher/ch11_comparative_anatomy/5-比较解剖2026_034.jpg	1241	950	44375
teacher/ch11_comparative_anatomy/5-比较解剖2026_035.jpg	1576	1658	59906
teacher/ch11_comparative_anatomy/5-比较解剖2026_036.jpg	1724	1287	43445
teacher/ch11_comparative_anatomy/5-比较解剖2026_037.jpg	863	1152	25567
teacher/ch11_comparative_anatomy/5-比较解剖2026_038.jpg	1284	1238	32913
teacher/ch11_comparative_anatomy/5-比较解剖2026_039.jpg	1162	1287	38707
teacher/ch11_comparative_anatomy/5-比较解剖2026_040.jpg	1164	1649	41261
teacher/ch11_comparative_anatomy/5-比较解剖2026_041.jpg	1553	1348	48957
teacher/ch11_comparative_anatomy/5-比较解剖2026_042.jpg	361	333	56046
teacher/ch11_comparative_anatomy/5-比较解剖2026_044.jpg	1792	1238	33930
teacher/ch11_comparative_anatomy/5-比较解剖2026_045.jpg	606	1415	19364
teacher/ch12_blood/5_血液-2026年_001.jpg	800	685	48895
teacher/ch12_blood/5_血液-2026年_002.jpg	452	340	2535
teacher/ch12_blood/5_血液-2026年_003.jpg	800	331	285608
teacher/ch12_blood/5_血液-2026年_004.jpg	556	600	328833
teacher/ch12_blood/5_血液-2026年_005.jpg	1080	2340	731568
teacher/ch12_blood/5_血液-2026年_006.jpg	1146	834	262632
teacher/ch12_blood/5_血液-2026年_007.jpg	468	600	174988
teacher/ch12_circulation/6_循环系统_2026年_001.jpg	500	548	117001
teacher/ch12_circulation/6_循环系统_2026年_004.jpg	493	408	122930
teacher/ch12_circulation/6_循环系统_2026年_005.jpg	400	500	61967
teacher/ch12_circulation/6_循环系统_2026年_007.jpg	550	500	38641
teacher/ch12_circulation/6_循环系统_2026年_008.jpg	550	500	35987
teacher/ch12_circulation/6_循环系统_2026年_009.jpg	1766	393	351695
teacher/ch12_circulation/6_循环系统_2026年_010.jpg	762	595	243148
teacher/ch12_circulation/6_循环系统_2026年_011.jpg	322	530	60973
ERR	extracted_images/6_循环系统_2026年/012.png	cannot identify image file 'extracted_images/6_循环系统_2026年/012.png'
teacher/ch12_circulation/6_循环系统_2026年_014.jpg	480	497	63754
teacher/ch12_circulation/6_循环系统_2026年_015.jpg	800	703	100367
teacher/ch12_circulation/6_循环系统_2026年_018.jpg	4109	1744	2485294
teacher/ch12_circulation/6_循环系统_2026年_022.jpg	800	550	45523
teacher/ch12_circulation/6_循环系统_2026年_023.jpg	572	600	388438
teacher/ch12_circulation/6_循环系统_2026年_024.jpg	800	549	348466
teacher/ch12_circulation/6_循环系统_2026年_026.jpg	450	328	159437
teacher/ch12_circulation/6_循环系统_2026年_027.jpg	1003	623	578766
teacher/ch12_circulation/6_循环系统_2026年_028.jpg	680	650	45186
teacher/ch12_circulation/6_循环系统_2026年_029.jpg	1080	813	303684
teacher/ch12_circulation/6_循环系统_2026年_031.jpg	449	300	75121
teacher/ch12_circulation/6_循环系统_2026年_033.jpg	1375	773	121848
ERR	extracted_images/6_循环系统_2026年_12学时精简版/012.png	cannot identify image file 'extracted_images/6_循环系统_2026年_12学时精简版/012.png'
teacher/ch12_respiration/7_呼吸-2026年_001.jpg	925	354	40550
teacher/ch12_respiration/7_呼吸-2026年_002.jpg	922	462	28706
teacher/ch12_respiration/7_呼吸-2026年_003.jpg	588	683	33805
teacher/ch12_respiration/7_呼吸-2026年_004.jpg	514	691	35047
teacher/ch12_respiration/7_呼吸-2026年_005.jpg	520	690	42022
teacher/ch12_respiration/7_呼吸-2026年_006.jpg	502	690	55276
teacher/ch12_respiration/7_呼吸-2026年_007.jpg	922	546	44434
teacher/ch12_respiration/7_呼吸-2026年_010.jpg	930	510	38191
teacher/ch12_respiration/7_呼吸-2026年_011.jpg	302	504	24200
teacher/ch12_respiration/7_呼吸-2026年_012.jpg	1060	1393	535182
teacher/ch12_respiration/7_呼吸-2026年_013.jpg	420	360	75034
teacher/ch12_respiration/7_呼吸-2026年_015.jpg	1142	279	251255
teacher/ch12_respiration/7_呼吸-2026年_016.jpg	1340	1120	90986
teacher/ch12_respiration/7_呼吸-2026年_019.jpg	420	360	85113
teacher/ch12_respiration/7_呼吸-2026年_021.jpg	420	360	87869
teacher/ch12_respiration/7_呼吸-2026年_023.jpg	436	667	69618
teacher/ch12_respiration/7_呼吸-2026年_024.jpg	1424	980	21629
teacher/ch12_respiration/7_呼吸-2026年_028.jpg	1080	810	90795
teacher/ch12_respiration/7_呼吸-2026年_029.jpg	464	594	37216
teacher/ch12_respiration/7_呼吸-2026年_031.jpg	521	513	43787
teacher/ch12_respiration/7_呼吸-2026年_032.jpg	553	514	28226
teacher/ch12_respiration/7_呼吸-2026年_033.jpg	904	421	44052
teacher/ch12_digestion/8_消化-2026年_001.jpg	700	896	795797
teacher/ch12_digestion/8_消化-2026年_002.jpg	1584	2030	234761
teacher/ch12_digestion/8_消化-2026年_003.jpg	420	360	15798
teacher/ch12_digestion/8_消化-2026年_004.jpg	960	720	40096
teacher/ch12_digestion/8_消化-2026年_005.jpg	420	360	96878
teacher/ch12_digestion/8_消化-2026年_006.jpg	420	360	27385
teacher/ch12_digestion/8_消化-2026年_007.jpg	1344	1050	122014
teacher/ch12_digestion/8_消化-2026年_008.jpg	420	360	83636
teacher/ch12_digestion/8_消化-2026年_009.jpg	1344	1050	111301
teacher/ch12_digestion/8_消化-2026年_010.jpg	832	860	68795
teacher/ch12_digestion/8_消化-2026年_012.jpg	431	324	37258
teacher/ch12_digestion/8_消化-2026年_013.jpg	420	360	98720
teacher/ch12_digestion/8_消化-2026年_014.jpg	420	360	57378
teacher/ch12_digestion/8_消化-2026年_015.jpg	500	398	17836
teacher/ch12_digestion/8_消化-2026年_016.jpg	543	478	385863
teacher/ch12_digestion/8_消化-2026年_017.jpg	420	360	57354
teacher/ch12_digestion/8_消化-2026年_018.jpg	1312	1160	131362
teacher/ch12_digestion/8_消化-2026年_019.jpg	420	360	73257
teacher/ch12_digestion/8_消化-2026年_020.jpg	420	360	89568
teacher/ch12_digestion/8_消化-2026年_021.jpg	420	360	19447
teacher/ch12_digestion/8_消化-2026年_022.jpg	1835	919	121272
teacher/ch12_digestion/8_消化-2026年_023.jpg	420	360	14582
teacher/ch12_digestion/8_消化-2026年_024.jpg	420	360	15500
teacher/ch12_digestion/8_消化-2026年_025.jpg	420	360	93324
teacher/ch12_digestion/8_消化-2026年_026.jpg	420	360	28004
teacher/ch12_digestion/8_消化-2026年_027.jpg	274	535	25445
teacher/ch12_digestion/8_消化-2026年_029.jpg	700	628	487723
teacher/ch12_digestion/8_消化-2026年_030.jpg	420	360	54096
teacher/ch12_metabolism/9_能量代谢与体温调节-2026年_004.jpg	432	356	67421
teacher/ch12_metabolism/9_能量代谢与体温调节-2026年_005.jpg	1080	1384	678113
teacher/ch12_metabolism/9_能量代谢与体温调节-2026年_023.jpg	934	515	382249
teacher/ch12_metabolism/9_能量代谢与体温调节-2026年_029.jpg	888	557	160886
teacher/ch12_metabolism/9_能量代谢与体温调节-2026年_032.jpg	913	543	212119
teacher/ch12_metabolism/9_能量代谢与体温调节-2026年_033.jpg	450	279	167053
